web_scraper_order,product,variant,comment,created_at,reason
1773397937-153,Son môi 3CE mịn lì nhẹ tênh 3CE Blur Matte Lipstick,NEWTRO WAVE-Đỏ lạnh,Giao nhầm hàng,2026-02-20 16:31,Thiếu hàng / sai sản phẩm
1773397937-154,Son Pha Lê 3CE Misty Lip Bare,01 - Nude Whisper,Son ko lên màu gì luôn.,2026-02-20 00:33,Chất lượng sản phẩm kém
1773397937-156,(GWP) Túi Mini Đựng Son 3CE Lipstick Holder,,Hàng tặng,2026-02-19 18:25,Khác / Không rõ
1773397937-157,Chai Xịt Cố Định Lớp Trang Điểm 3CE 3CE Shimmer Makeup Fixer,,Xịt bị nổi mẩn,2026-02-19 18:25,Gây kích ứng da / breakout
1773397937-159,(GWP) 3CE Mini Square Metal Mirror Gương Vuông Kim Loại Mini 3CE | 3CE Official Store,,Hàng mình hoàn về cho shop còn nguyên seal xong bị shipper bóc mất xong giờ bắt mình nhận lại???,2026-02-17 14:57,Khác / Không rõ
1773397937-160,Phấn Nước Trang Điểm 3CE Fitting Mesh Cushion,Tông Ấm - W02,Hàng mình hoàn về cho shop còn nguyên seal xong bị shipper bóc mất xong giờ bắt mình nhận lại??? Làm ăn chả ra sao,2026-02-17 14:57,Khác / Không rõ
1773397937-161,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g,Early Hour-Hồng ngọt,Ngứa và rát khi sài,2026-02-17 00:50,Gây kích ứng da / breakout
1773397937-163,Son Kem Lì Nhung Mịn 3CE Velvet Lip Tint Plush,#01 Speak Up,"Dùng app Hidden Tag check kiểm tra son có phải chính hãng 3CE không. Kết quả cho thấy đây không phải là hàng chính hãng 3CE, sản phẩm bị nghi ngờ là hàng giả. Đã kiểm tra đi kiểm tra lại rất nhiều lần và đều nhận được kết quả như hình ảnh.",2026-02-16 21:35,Không giống mô tả / quảng cáo
1773397937-164,Phấn Má Hồng Bắt Sáng 3CE Blushlighter,Middy Hype,Đẹp nhưng k có cọ là 1thiếu sót,2026-02-15 19:04,Thiếu hàng / sai sản phẩm
1773397937-167,Son bóng dưỡng môi bắt sáng 3CE Shine Reflector (Son vặn 1 chiều),NECTAR-Nâu rượu,sản phẩm hoàn nguyên vẹn k hoàn tiền báo mất tem vô lý,2026-02-15 11:43,Khác / Không rõ
1773397937-169,Phấn Má Hồng Mịn Lì 3CE Face Blush,Delectable-Hồng dâu,"Shop làm ăn vớ vẩn made in china, khách hoàn hàng thì tự ý cà vào mặt phấn xong bảo khách đã sử dụng và gửi lại khách",2026-02-15 11:22,Không giống mô tả / quảng cáo
1773397937-173,Son len mịn lì nịnh môi 3CE Cashmere Hug Lipstick,PURE BLEND-Hồng da,rất khô nhé dở tệ,2026-02-15 08:15,Chất lượng sản phẩm kém
1773397937-174,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g,Pink Guava-Hồng đào,t tô lên cứ tím tím,2026-02-15 07:30,Khác / Không rõ
1773397937-176,Son bóng dưỡng môi 3CE Glazy Lip Glow,#36 Double Grape,"Tệ, rất tệ đừng nên mua!",2026-02-14 22:59,Chất lượng sản phẩm kém
1773397937-178,Son môi 3CE mịn lì nhẹ tênh 3CE Blur Matte Lipstick,ROSINESS-Hồng khô,Đặt son về vỏ ngoài ban đầu thì hoàn toàn bình thường không xây xát hư hại nhưng sau khi swatch thấy son bị khô và vặn lên kiểm tra thì thân son có các đốm trắng giống hiện tượng hết hạn. Nhắn tin cho shop thì shop bảo đây là lỗi do lưu kho Shopee nên sản phẩm có dấu hiệu bị hỏng không như chất lượng ban đầu. Nhắn Shopee hoàn hàng thì Shopee bảo hàng không còn nguyên tem nguyên seal xong không chấp nhận hoàn hàng trả tiền. Trong khi tôi phải bỏ ra khoản tiền như mọi khách hàng khác nhưng thứ tôi nhận là 1 cây son bị hỏng không thể đánh lên môi và bây giờ tôi mất tiền oan. Không một bên nào nhận trách nhiệm về cây son bị hỏng.,2026-02-14 18:10,Hộp méo / sản phẩm hỏng / rò rỉ
1773397937-184,Son Pha Lê 3CE Misty Lip Bare,06 - Tulip Fuzz,Không bao giờ mua lại,2026-02-14 13:30,Chất lượng sản phẩm kém
1773397937-185,Phấn Má Hồng 3CE Bouncy Blur Balm,Sweet On You,"mới dùng mà phấn bở ra từng cục chứ ko mịn đẹp như 2 màu mình đã mua mình đã mua màu khác dùng và thấy rất đẹp rất mê, mà đến khi mua lại thì quá thất vọng",2026-02-14 13:18,Khác / Không rõ
1773397937-186,Son Sáp Màu Mịn Lì 3CE Sketch Stick,03-Softly Spoken,"Trả lại thì tội hãng, giữ xài thì tội mình, quá phí tiền, chưa bao giờ cảm thấy tiếc tiền cho 1 thỏi son như này",2026-02-14 01:54,Giá cao không xứng
1773397937-192,Son len mịn lì nịnh môi 3CE Cashmere Hug Lipstick,TAUPE BEIGE-Nâu đất,"order son kem lì dòng cashmere màu taupe beige mà giao son dưỡng bóng màu rose glaze. Giao không đúng sản phẩm, vừa mất tiền vừa không có sản phẩm mình muốn",2026-02-13 16:34,Thiếu hàng / sai sản phẩm
1773397937-194,Son kem lì nhung mịn 3CE Velvet Lip Tint,Speak Up-Lê đỏ ngâm,Màu son không giống với mô tả.rất tệ,2026-02-13 11:06,Không giống mô tả / quảng cáo
1773397937-195,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g,Laydown-Hồng trầm,cool tone và bôi lên tím lè cái môi,2026-02-12 21:07,Chất lượng sản phẩm kém
1773397937-199,Phấn Nước Trang Điểm 3CE Fitting Mesh Cushion,Tông Lạnh - P02,"Ê nhận hàng mà thất vọng luôn, lỡ bóc rồi k trả hàng đc chứ nhận bảo tông lạnh mà vàng khè lại hồng hồng luôn á, mình ra neutral đánh còn thấy găm hơn luôn. Thất vọng vch",2026-02-12 16:39,Khác / Không rõ
1773397937-202,Son kem lì nhung mịn 3CE Velvet Lip Tint,Daffodil-Đậu đỏ,"Giao trả hàng lâu, nt ko ai hỗ trợ",2026-02-12 14:40,Giao hàng chậm
1773397937-203,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g,Laydown-Hồng trầm,"Màu xấu điên, ko biết sao mà nhiều người mua thế. Mk da trắng sáng, có vẻ trung tính thiên lạnh, lên màu nhạt toẹt, nếu dsi 2 -3 lần ra màu hống tím. Quá xấu",2026-02-12 14:29,Chất lượng sản phẩm kém
1773397937-204,3CE Drop Glow Gel Son bóng dạng gel rạng rỡ đôi môi,Raw Apple-Đỏ táo,hàng k giống hình 1 tẹo nào,2026-02-12 13:36,Không giống mô tả / quảng cáo
1773397937-207,(GWP) 3CE Mini Square Metal Mirror Gương Vuông Kim Loại Mini 3CE | 3CE Official Store,,"Son xinh, chất lượng của 3ce thì không phải bàn nhiều nhưng mà quà tặng làm sao vậy brand ơi??? Thương hiệu lớn thà ko tặng nhưng tặng thì phải để cái tâm vào chứ ạ? Lần đầu nhận quà mà thất vọng í =))",2026-02-11 13:43,Chất lượng sản phẩm kém
1773397937-208,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g,Sepia-Đỏ táo trầm,Màu son lên ko chuẩn đánh lên môi tím lịm như bà thím mà ko hiểu sao mọi người lại khen vậy. Chất son quá nhanh khô chưa kịp đánh đã khô trên môi rồi,2026-02-11 11:43,Chất lượng sản phẩm kém
1773397937-209,Son Pha Lê 3CE Misty Lip Bare,04 - Pink Scheme,"Mùi chán, ncl các bác không nên mua! Hoặc mình đen dính phải hàng fake",2026-02-11 10:48,Không giống mô tả / quảng cáo
1773397937-210,Son bóng dưỡng môi bắt sáng 3CE Shine Reflector (Son vặn 1 chiều),COLDEST-Đỏ mận,Nhận lại hàng hoàn lại càng thất vọng hơn,2026-02-11 10:47,Khác / Không rõ
1773397937-213,Phấn Má Hồng Mịn Lì 3CE Face Blush 5g,Mono Pink-Hồng k,"Quảng cáo made Korea mà nhận về tay lại của Trung Quốc. Shop treo đầu dê bán thịt chó, k uy tín.",2026-02-11 10:20,Không giống mô tả / quảng cáo
1773397937-215,Son bóng dưỡng môi 3CE Glazy Lip Glow,#37 Raspberry Coate,Thật sự thất vọng về sp lần này của 3ce. Mình lần đầu mua son trên live của HANNAH và cũng là lần cuối. Cây son bị bóc màng ở ngoài và có dấu hiệu bị mở hộp ra đến mức móp cả nắp hộp ???? Mình mua các sp 3CE ở ngoài tiệm còn nguyên lớp màng sạch sẽ chứ hộp không bụi như mua ở trên đây. Lớp seal bị nhăn như bị mở ra r dán lại??? Cái gì vậy shop ơi?. Mình mua tặng quà tết cho mẹ mà khui ra thấy thật sự thất vọng và buồn lắm đấy ạ. Không riêng gì mình mà sp của brand cũng bị nh người ý kiến về việc đồ có dấu hiệu bik động chạm trên các m.xh khác. Cảm thấy bị như lừ.a khi bỏ ra số tiền cho 1 sp bị động chạm,2026-02-10 23:38,Hộp méo / sản phẩm hỏng / rò rỉ
1773397937-219,Son kem lì nhung mịn 3CE Velvet Lip Tint,Definition-Đất nung,"mình nói dòng son mã này bị lỗi .2 màu không giống nhau. 1 đăng là màu đất và mình nhận là màu tím mận,và shop không bảo hành về lỗi này luôn..",2026-02-10 18:06,Không giống mô tả / quảng cáo
1773397937-220,Son Pha Lê 3CE Misty Lip Bare,04 - Pink Scheme,"❌SHOP KHÔNG MUỐN HỖ TRỢ KH Mình oder cây son của shop và chưa hề qua sử dụng hay test sản phẩm lên bất kỳ đâu. Sau khi xem thì mình thấy màu không như mô tả nên đã quyết định trả hàng song song đó mình có oder thêm 1 màu mới nhưng shop và shopee lại một mực nói sản phẩm đã có dấu hiệu sử dụng và do sắc tố môi nên màu thay đổi nhưng không có bất kỳ 1 bằng chứng nào cho việc đó Shopee gọi mình trong vòng 1 tiếng 3 cuộc và mình đang đi làm không thể nhấc máy, mình đã cố gắng liên hệ lại nhưng không được và có nhờ shop hỗ trợ nhưng shop lại đổ hết qua cho shopee, thế là shopee tự ý đánh giá không chấp nhận yêu cầu và hoàn hàng về cho mình trong 1 tiếng khi chưa có sự chấp thuận của 2 bên Đơn hàng mình gửi trả shop còn nguyên seal nguyên kiện như hình, thậm chí bây giờ shopee gửi lại cho mình thì miệng son vẫn như mới. Mình đã nhắn tin nhờ shop hỗ trợ nhưng shop cứ đỗ qua cho shopee và không có 1 động thái hỗ trợ nào cho khách hàng. Một người mua sản phẩm của 3CE rất nhiều từ các sàn TMĐT, đây là lần đầu gặp phải trường hợp này :))) nếu shop thấy được đánh giá này vui lòng thay đổi cách làm việc của mình đi nhé !",2026-02-10 17:38,Hộp méo / sản phẩm hỏng / rò rỉ
1773397937-221,Son Pha Lê 3CE Misty Lip Bare,04 - Pink Scheme,sản phẩm không giống hình gửi trả son mà nói serum con mẹ tụi m hãng lớn mà làm ăn như quần què người ta,2026-02-10 17:37,Không giống mô tả / quảng cáo
1773397937-222,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g,Sepia-Đỏ táo trầm,Ảnh minh họa. Dùng hơi khô môi. Sản phẩm dùng hơi chán. ……………,2026-02-10 14:51,Chất lượng sản phẩm kém
1773397937-227,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g,Dear March-Cam nude,Màu son không đúng mô tả của hãng. Bà nào vẫn cố chấp muốn mua thì nhắn t để lại gia rẻ cho trải nghiệm :)) full box mới quẹt đúng 1 lần còn chưa chạm thành vỏ. khong ba nam chin mot hai khong bay chin mot,2026-02-10 11:24,Thiếu hàng / sai sản phẩm
1773397937-229,Phấn Má Hồng Bắt Sáng 3CE Blushlighter,Early Now,"Mình mua trên live 2.2 Hannah và nhận về sp ""in 2 dấu tay đã test/sử dụng trên sp"". Sau khi mình làm căng với kol thì brand báo mình đợi hàng 15-20 ngày hoặc hoàn hàng (trong khi kho còn stock mà k đổi ngay). Hannah thì kêu thông cảm hoàn 3.3 mua lại chứ k hỗ trợ :)). Sau khi mình lên bài thì có bạn cmt cũng bị giống mình. Mình nghi brand lấy hàng khách hoàn về đóng seal mới gửi khách lần 2. Mng mua hàng lưu ý nhé",2026-02-10 03:40,Hộp méo / sản phẩm hỏng / rò rỉ
1773397937-230,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g,Laydown-Hồng trầm,K như review,2026-02-09 21:45,Không giống mô tả / quảng cáo
1773397937-231,Son Kem Lì Nhung Mịn 3CE Velvet Lip Tint Plush,#07 Dusky Pink,"Màu ko như hình, vỏ hộp kiêm tra như đã có ai mở,lọ son như đã qua sử dụng",2026-02-09 19:48,Không giống mô tả / quảng cáo
1773397937-232,Son kem lì nhung mịn 3CE Velvet Lip Tint,Speak Up-Lê đỏ ngâm,Màu lê đỏ ngâm nhưng không có gì là màu đỏ chỉ có màu hồng rất rõ. Sau khi đánh lên rồi chùi bớt hoặc ăn uống sẽ chỉ còn 1 lớp màu hồng không khác vào đâu được. Túm lại đây là son màu HỒNG không phải đỏ!,2026-02-09 16:31,Gây kích ứng da / breakout
1773397937-234,(GWP) 3CE Mini Square Metal Mirror Gương Vuông Kim Loại Mini 3CE | 3CE Official Store,,màu xấu,2026-02-09 13:16,Khác / Không rõ
1773397937-236,Phấn Má Hồng Mịn Lì 3CE Face Blush,Rose Beige-Cam đào,Tệ,2026-02-09 10:38,Chất lượng sản phẩm kém
1773397937-238,Phấn Má Hồng Mịn Lì 3CE Face Blush,Rose Beige-Cam đào,"Sản phẩm tệ, lên màu k rõ, 3ce làm ăn vô trách nhiệm, tẩy chay",2026-02-09 10:31,Dịch vụ CSKH kém
1773397937-240,Phấn Má Hồng Mịn Lì 3CE Face Blush,Delectable-Hồng dâu,Trung. Bảo sao bữa dùng đc 2 lần đã rớt ra. Bh mới phát hiện ra. Thôi từ nay né. Ham rẻ nên mua.,2026-02-09 02:38,Chất lượng sản phẩm kém
1773397937-241,Son Pha Lê 3CE Misty Lip Bare,04 - Pink Scheme,"Mình hỏi shop nền môi của mình sẵn như này thì dùng màu nào cho tươi. Shop bảo mình mua 04. Và đây là kết quả.còn thâm hơn cả màu môi gốc, bôi mấy lớp mới lên được màu còn ko thì ko có 1 tí nào khác môi ban đầu. Mn nhìn viền môi mình là biết màu có lên được ko.khuyên chân thành mn ko nên mua phí tiền",2026-02-09 02:24,Giá cao không xứng
1773397937-243,(GWP) Túi Mini Đựng Son 3CE Lipstick Holder,,Xấu,2026-02-08 22:49,Khác / Không rõ
1773397937-246,Son kem lì nhung mịn 3CE Velvet Lip Tint,Taupe-Gạch đỏ,Cho 1 sao.,2026-02-08 20:55,Khác / Không rõ
1773397937-247,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g,Sepia-Đỏ táo trầm,"Chất như 💩 , khó tán vô cùng , màu thấy ghê . Không nên mua nha mọi người phí tiền , rất bực mình hoàn hàng còn k được chấp nhận . Không có ảnh vì test 1 lần thấy ghê quá k buồn chụp lại",2026-02-08 17:21,Dịch vụ CSKH kém
1773397937-248,(GWP) 3CE Mini Square Metal Mirror Gương Vuông Kim Loại Mini 3CE | 3CE Official Store,,"duong moi nhưng thật ra thì bóng nhẹ sau đó biến mất, k thấy dưỡng gì cả, độ bền màu lại cực kỳ kém luôn, nói chung tệ, giá thì chát, quãng cáo seêding hình ảnh ng nổi tiếng đồ ầm ầm mà chất lượng dưỡng cũng k có dưỡng, màu thì nhạt toe k có gì ấn tượng, bền màu cũng kém như 1 cây son bóng cũng k phải, như 1 cây son bình thường cũng k tốt, như 1 cây son dưỡng cũng k ổn luôn. Hoàn đơn thì không đc mấy má cân nhắc, dùng xong còn bị khô môi, bỏ ra 500k cho 2 cây son thật sự là đơn Shopee phí tiền nhất năm nay trời ơiiii",2026-02-08 15:09,Chất lượng sản phẩm kém
1773397937-251,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g,Sepia-Đỏ táo trầm,Lúc mở hàng son đã có dấu hiệu bị unbox từ trc Săn sale của Hana Olala nên giá khá rẻ nhưng không đồng nghĩa với việc tôi phải nhận hàng với sự thiếu chu đáo và thiếu tôn trọng.,2026-02-08 12:50,Thiếu hàng / sai sản phẩm
1773397937-253,Son Kem 3CE Cho Viền Môi Mờ Ảo Không Lem Blur Water Tint 4.6g,Sepia-Đỏ táo trầm,"K biết mua phải fake ko, đánh chưa dc 1 tiếng đã trôi hết tùm lum, rồi bền màu ko lem dữ chưa. Chưa kể giao hàng quá lâu",2026-02-08 07:25,Hộp méo / sản phẩm hỏng / rò rỉ
1773397937-257,Son Pha Lê 3CE Misty Lip Bare,10 - Quiet Taupe,"Đó giờ t xài màu taupe là tone đỏ nâu cam mà bản này đánh lên hồng tím, thất vọng vô cùng, ib cho shop thì kêu tuỳ nền môi? tuỳ tới mức cái màu taupe nó ra thành màu hồng tím? t xài màu taupe bản cũ nhiều rồi rất hợp còn bản này bị vậy.",2026-02-07 21:10,Gây kích ứng da / breakout
1773397937-258,Phấn Má Hồng Mịn Lì 3CE Face Blush,Mono Pink-Hồng khô,"Xin phép chia sẻ chút ban đầu mua tưởng hàng giả luôn ko ấy, made in china mà rõ ràng mình của trong live c hannah nên cũng tin tưởng, không rõ có phải hàng chuẩn ko mà mua ở shop mall luôn ạ, mong shop có thể phản hồi lại fb này của mình ạ🙏",2026-02-25 12:11,Không giống mô tả / quảng cáo
1773397937-261,Phấn Má Hồng Bắt Sáng 3CE Blushlighter,Slick,chưa xài mà mở ra bị v rồi nè. ghéc ghê,2026-02-07 20:21,Khác / Không rõ
1773397937-262,Phấn Má Hồng Mịn Lì 3CE Face Blush,Mono Pink-Hồng khô,K có quà tặng như live Hana nói,2026-02-07 17:56,Khác / Không rõ
